POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
470-10680,-,0,Grey,SS,N,N,SFMTA,ON,0,1068,HOWARD ST,7045000,Area 2,,"(37.7785154999, -122.4088485983)"
568-09510,-,0,Grey,SS,N,N,SFMTA,ON,0,951,MISSION ST,9099000,Area 2,,"(37.7817565975, -122.4075760019)"
502-01070,-,0,Grey,SS,N,N,SFMTA,ON,0,107,JONES ST,7564000,Area 2,,"(37.7823275001, -122.4123525021)"
502-01100,-,0,Grey,SS,N,N,SFMTA,ON,0,110,JONES ST,7564000,Area 2,,"(37.7824331009, -122.4122174026)"
568-10340,-,0,Grey,SS,N,N,SFMTA,ON,0,1034,MISSION ST,9100000,Area 2,,"(37.7802886021, -122.4096968022)"
568-10470,-,0,Grey,SS,N,N,SFMTA,ON,0,1047,MISSION ST,9100000,Area 2,,"(37.7800701977, -122.4097160024)"
502-04200,-,0,Grey,SS,N,N,SFMTA,ON,0,420,JONES ST,7569000,Area 2,,"(37.7854049996, -122.4128144008)"
546-00800,-,0,Yellow,SS,N,N,SFMTA,ON,0,80,LEAVENWORTH ST,8238000,Area 2,,"(37.7817679019, -122.4137638022)"
666-04170,-,0,Yellow,SS,N,N,SFMTA,ON,0,417,SUTTER ST,12322000,Area 5,Downtown,"(37.7892892015, -122.4075995998)"
444-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,GRANT AVE,6387000,Area 5,Downtown,"(37.7898799022, -122.4053921976)"
562-01240,-,0,Red,SS,N,N,SFMTA,ON,0,124,MASON ST,8800000,Area 1,,"(37.7850350001, -122.4093801004)"
681-00150,-,0,Yellow,SS,N,N,SFMTA,ON,0,15,TAYLOR ST,12425000,Area 1,,"(37.7827543010, -122.4107570012)"
681-00230,-,0,Yellow,SS,N,N,SFMTA,ON,0,23,TAYLOR ST,12426000,Area 1,,"(37.7829265994, -122.4107923002)"
336-07460,-,0,Yellow,SS,N,N,SFMTA,ON,0,746,BUSH ST,3437000,Area 1,,"(37.7900390019, -122.4102638994)"
570-01460,-,0,Yellow,SS,N,N,SFMTA,ON,0,146,MINNA ST,9041000,Area 5,Downtown,"(37.7869057012, -122.4001583026)"
570-01560,-,0,Yellow,SS,N,N,SFMTA,ON,0,156,MINNA ST,9041000,Area 5,Downtown,"(37.7867050999, -122.4004162026)"
440-06290,-,0,Grey,SS,N,N,SFMTA,ON,0,629,GEARY ST,6114000,Area 3,,"(37.7865330026, -122.4142525007)"
442-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,GOLDEN GATE AVE,6263000,Area 5,Civic Center,"(37.7815234017, -122.4159677007)"
681-01150,-,0,Grey,SS,N,N,SFMTA,ON,0,115,TAYLOR ST,12427000,Area 1,,"(37.7837038980, -122.4109500979)"
681-01230,-,0,Grey,SS,N,N,SFMTA,ON,0,123,TAYLOR ST,12427000,Area 1,,"(37.7838714019, -122.4109842011)"
681-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,TAYLOR ST,12427000,Area 1,,"(37.7839761981, -122.4110055023)"
440-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,GEARY ST,6111000,Area 1,,"(37.7871397016, -122.4104399026)"
562-03300,-,0,Red,SS,N,N,SFMTA,ON,0,330,MASON ST,8803000,Area 1,,"(37.7870162026, -122.4097801016)"
686-00072,686-00070,2,Grey,MS,N,N,SFMTA,ON,0,5,TURK ST,12716000,Area 1,,"(37.7833252986, -122.4094062016)"
614-07230,-,0,Yellow,SS,N,N,SFMTA,ON,0,723,POST ST,10635000,Area 3,,"(37.7875071977, -122.4140492004)"
614-07400,-,0,Grey,SS,N,N,SFMTA,ON,0,740,POST ST,10635000,Area 3,,"(37.7875655972, -122.4146482998)"
203-00080,-,0,Yellow,SS,N,N,SFMTA,ON,0,8,03RD ST,163000,Area 5,Downtown,"(37.7872657989, -122.4034353976)"
574-00060,-,0,Grey,SS,N,N,SFMTA,ON,0,6,MABINI ST,8588000,Area 5,South Embarcadero,"(37.7824188013, -122.4001937022)"
574-00120,-,0,Grey,SS,N,N,SFMTA,ON,0,12,MABINI ST,8588000,Area 5,South Embarcadero,"(37.7822889992, -122.4000308977)"
471-08410,-,0,Grey,SS,Y,N,SFMTA,ON,0,841,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7797147994, -122.4008176007)"
471-08610,-,0,Grey,SS,Y,N,SFMTA,ON,0,861,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7793144015, -122.4013263990)"
582-00270,-,0,Yellow,SS,N,N,SFMTA,ON,0,27,NEW MONTGOMERY ST,9541000,Area 5,Downtown,"(37.7880718977, -122.4011548997)"
582-00290,-,0,Red,SS,N,N,SFMTA,ON,0,29,NEW MONTGOMERY ST,9541000,Area 5,Downtown,"(37.7880275016, -122.4010990986)"
204-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,04TH ST,256000,Area 5,South Embarcadero,"(37.7817818996, -122.4007083007)"
336-04220,-,0,Grey,SS,N,N,SFMTA,ON,0,422,BUSH ST,3430000,Area 5,Downtown,"(37.7907254015, -122.4048200992)"
661-01100,-,0,Yellow,SS,N,N,SFMTA,ON,0,110,STEVENSON ST,12166000,Area 5,Downtown,"(37.7886593015, -122.4010654983)"
440-00240,-,0,Yellow,SS,N,N,SFMTA,ON,0,24,GEARY ST,6107000,Area 5,Downtown,"(37.7879003984, -122.4043794011)"
444-00140,-,0,Grey,SS,N,N,SFMTA,ON,0,14,GRANT AVE,6381000,Area 5,Downtown,"(37.7873112009, -122.4048839972)"
444-00170,-,0,Yellow,SS,N,N,SFMTA,ON,0,17,GRANT AVE,6381000,Area 5,Downtown,"(37.7874144995, -122.4050396995)"
582-01100,-,0,Red,SS,N,N,SFMTA,ON,0,110,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.7870988985, -122.4001781006)"
593-07130,-,0,Grey,SS,N,N,SFMTA,ON,0,713,OFARRELL ST,9733000,Area 3,,"(37.7852572993, -122.4167436023)"
472-04240,-,0,Yellow,SS,Y,N,SFMTA,ON,0,424,HYDE ST,7118000,Area 3,,"(37.7851642993, -122.4161396024)"
470-06930,-,0,Grey,SS,Y,N,SFMTA,ON,0,693,HOWARD ST,7037000,Area 5,Downtown,"(37.7850536973, -122.4002868977)"
472-03140,-,0,Grey,SS,N,N,SFMTA,ON,0,314,HYDE ST,7117000,Area 3,,"(37.7839204025, -122.4158819986)"
666-03120,-,0,Yellow,SS,N,N,SFMTA,ON,0,312,SUTTER ST,12321000,Area 5,Downtown,"(37.7896377993, -122.4058852994)"
470-06570,-,0,Grey,SS,Y,N,SFMTA,ON,0,657,HOWARD ST,7037000,Area 5,Downtown,"(37.7856933986, -122.3994772003)"
336-05120,-,0,Yellow,SS,N,N,SFMTA,ON,0,512,BUSH ST,3431000,Area 5,Downtown,"(37.7905767010, -122.4059878995)"
562-01050,-,0,Grey,SS,N,N,SFMTA,ON,0,105,MASON ST,8800000,Area 1,,"(37.7845532027, -122.4094179978)"
562-01210,-,0,Grey,SS,N,N,SFMTA,ON,0,121,MASON ST,8800000,Area 1,,"(37.7849231017, -122.4094909986)"
686-04170,-,0,Grey,SS,N,N,SFMTA,ON,0,417,TURK ST,12720000,Area 5,Civic Center,"(37.7824403987, -122.4163344984)"
472-03030,-,0,Grey,SS,N,N,SFMTA,ON,0,303,HYDE ST,7117000,Area 3,,"(37.7836799984, -122.4159885996)"
472-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,HYDE ST,7117000,Area 3,,"(37.7839917996, -122.4160517992)"
472-00800,-,0,Yellow,SS,N,N,SFMTA,ON,0,80,HYDE ST,7114000,Area 5,Civic Center,"(37.7811609012, -122.4153258984)"
418-08550,-,0,Grey,SS,N,N,SFMTA,ON,0,855,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7808451996, -122.4024968983)"
562-05200,-,0,Red,SS,N,N,SFMTA,ON,0,520,MASON ST,8806000,Area 1,,"(37.7886115023, -122.4100931992)"
614-04080,-,0,Red,SS,N,N,SFMTA,ON,0,408,POST ST,10629000,Area 1,,"(37.7883054008, -122.4087979996)"
614-05200,-,0,Red,SS,N,N,SFMTA,ON,0,520,POST ST,10630000,Area 1,,"(37.7880445001, -122.4107735024)"
666-05170,-,0,Red,SS,N,N,SFMTA,ON,0,517,SUTTER ST,12323000,Area 1,,"(37.7890804027, -122.4092431010)"
401-04190,-,0,Grey,SS,N,N,SFMTA,ON,0,419,ELLIS ST,5174000,Area 3,,"(37.7846988109, -122.4136085364)"
502-07240,-,0,Grey,SS,N,N,SFMTA,ON,0,724,JONES ST,7574000,Area 2,,"(37.7882972983, -122.4134066996)"
614-06110,-,0,Yellow,SS,N,N,SFMTA,ON,0,611,POST ST,10631000,Area 2,,"(37.7877517984, -122.4121133999)"
614-06380,-,0,Grey,SS,N,N,SFMTA,ON,0,638,POST ST,10634000,Area 2,,"(37.7877785982, -122.4129748975)"
207-01160,-,0,Grey,SS,N,N,SFMTA,ON,0,116,07TH ST,368000,Area 2,,"(37.7788301007, -122.4106093009)"
207-01480,-,0,Grey,SS,N,N,SFMTA,ON,0,148,07TH ST,370000,Area 2,,"(37.7782789011, -122.4099141003)"
207-01550,-,0,Grey,SS,N,N,SFMTA,ON,0,155,07TH ST,370000,Area 2,,"(37.7783110988, -122.4096487013)"
666-02370,-,0,Red,SS,N,N,SFMTA,ON,0,237,SUTTER ST,12320000,Area 5,Downtown,"(37.7895992984, -122.4052205977)"
444-04170,-,0,Grey,SS,N,N,SFMTA,ON,0,417,GRANT AVE,6389000,Area 5,Downtown,"(37.7911300016, -122.4057086983)"
206-00290,-,0,Grey,SS,N,N,SFMTA,ON,0,29,06TH ST,327000,Area 1,,"(37.7816494075, -122.4094076327)"
401-01120,-,0,Red,SS,N,N,SFMTA,ON,0,112,ELLIS ST,5170000,Area 1,,"(37.7854908024, -122.4083715004)"
401-01430,-,0,Grey,SS,N,N,SFMTA,ON,0,143,ELLIS ST,5171000,Area 1,,"(37.7852617976, -122.4092143008)"
401-02260,-,0,Red,SS,N,N,SFMTA,ON,0,226,ELLIS ST,5172000,Area 1,,"(37.7852218942, -122.4104599745)"
401-05060,-,0,Grey,SS,N,N,SFMTA,ON,0,506,ELLIS ST,5176000,Area 3,,"(37.7846756098, -122.4147819357)"
401-05300,-,0,Grey,SS,N,N,SFMTA,ON,0,530,ELLIS ST,5176000,Area 3,,"(37.7845720095, -122.4155942316)"
666-08150,-,0,Grey,SS,N,N,SFMTA,ON,0,815,SUTTER ST,12326000,Area 3,,"(37.7884535984, -122.4141933021)"
472-00900,-,0,Grey,SS,N,N,SFMTA,ON,0,90,HYDE ST,7114000,Area 5,Civic Center,"(37.7814576988, -122.4153860972)"
568-08140,-,0,Yellow,SS,N,N,SFMTA,ON,0,814,MISSION ST,9096000,Area 5,Downtown,"(37.7842139983, -122.4047239979)"
616-04030,-,0,Grey,SS,N,N,SFMTA,ON,0,403,POWELL ST,10679000,Area 5,Downtown,"(37.7884073024, -122.4084925015)"
664-02280,-,0,Yellow,SS,N,N,SFMTA,ON,0,228,STOCKTON ST,12197000,Area 5,Downtown,"(37.7883582012, -122.4066842009)"
664-03040,-,0,Yellow,SS,N,N,SFMTA,ON,0,304,STOCKTON ST,12198000,Area 5,Downtown,"(37.7886664829, -122.4067348245)"
666-03170,-,0,Red,SS,N,N,SFMTA,ON,0,317,SUTTER ST,12321000,Area 5,Downtown,"(37.7894830973, -122.4060628002)"
568-10190,-,0,Yellow,SS,N,N,SFMTA,ON,0,1019,MISSION ST,9100000,Area 2,,"(37.7805321020, -122.4091302023)"
207-01060,-,0,Grey,SS,N,N,SFMTA,ON,0,106,07TH ST,368000,Area 2,,"(37.7789735989, -122.4107902997)"
207-02020,-,0,Grey,SS,N,N,SFMTA,ON,0,202,07TH ST,371000,Area 2,,"(37.7778349006, -122.4093564020)"
207-02270,-,0,Grey,SS,N,N,SFMTA,ON,0,227,07TH ST,371000,Area 2,,"(37.7775309001, -122.4086700023)"
606-06110,-,0,Grey,SS,N,N,SFMTA,ON,0,611,PINE ST,10465000,Area 2,,"(37.7913776980, -122.4061767996)"
606-06140,-,0,Grey,SS,N,N,SFMTA,ON,0,614,PINE ST,10465000,Area 2,,"(37.7914890991, -122.4062828978)"
470-09450,-,0,Grey,SS,N,N,SFMTA,ON,0,945,HOWARD ST,7042000,Area 2,,"(37.7806292985, -122.4058865008)"
470-09510,-,0,Grey,SS,N,N,SFMTA,ON,0,951,HOWARD ST,7042000,Area 2,,"(37.7804902987, -122.4060624984)"
470-09630,-,0,Grey,SS,N,N,SFMTA,ON,0,963,HOWARD ST,7042000,Area 2,,"(37.7803481975, -122.4062422008)"
470-10010,-,0,Grey,SS,N,N,SFMTA,ON,0,1001,HOWARD ST,7043000,Area 2,,"(37.7795502012, -122.4072531980)"
471-08240,-,0,Grey,SS,Y,N,SFMTA,ON,0,824,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7802340974, -122.4004845989)"
471-08320,-,0,Grey,SS,Y,N,SFMTA,ON,0,832,HARRISON ST,6719000,Area 5,South Embarcadero,"(37.7800826979, -122.4006769021)"
207-02060,-,0,Grey,SS,N,N,SFMTA,ON,0,206,07TH ST,371000,Area 2,,"(37.7777536017, -122.4092543998)"
207-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,07TH ST,371000,Area 2,,"(37.7776254983, -122.4090938025)"
606-05410,-,0,Grey,SS,N,N,SFMTA,ON,0,541,PINE ST,10464000,Area 5,Downtown,"(37.7914477986, -122.4056222026)"
203-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,03RD ST,166000,Area 5,Downtown,"(37.7860386995, -122.4019254983)"
614-08050,-,0,Grey,SS,N,N,SFMTA,ON,0,805,POST ST,10636000,Area 3,,"(37.7873516017, -122.4152665992)"
440-00270,-,0,Red,SS,N,N,SFMTA,ON,0,27,GEARY ST,6107000,Area 5,Downtown,"(37.7877872986, -122.4044442994)"
444-01050,444-01001,5,Yellow,MS,Y,N,SFMTA,ON,0,105,GRANT AVE,6382000,Area 5,Downtown,"(37.7880289991, -122.4051593986)"
418-08150,-,0,Grey,SS,N,N,SFMTA,ON,0,815,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7816626978, -122.4014622976)"
418-08170,-,0,Green,SS,N,N,SFMTA,ON,0,817,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7816235990, -122.4015117005)"
440-05920,-,0,Yellow,SS,N,N,SFMTA,ON,0,592,GEARY ST,6113000,Area 2,,"(37.7868349020, -122.4128483978)"
472-04210,-,0,Red,SS,Y,N,SFMTA,ON,0,421,HYDE ST,7118000,Area 3,,"(37.7850841013, -122.4162809995)"
418-08390,-,0,Grey,SS,N,N,SFMTA,ON,0,839,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7811720994, -122.4020831005)"
204-03360,-,0,Grey,SS,N,N,SFMTA,ON,0,336,04TH ST,257000,Area 5,South Embarcadero,"(37.7813081992, -122.4004191027)"
567-00866,567-00860,6,Grey,MS,N,N,SFMTA,ON,0,92,MINT ST,9064000,Area 1,,"(37.7823278018, -122.4074109008)"
205-00300,-,0,Grey,SS,N,N,SFMTA,ON,0,30,05TH ST,290000,Area 5,Downtown,"(37.7833266006, -122.4073546973)"
442-01170,-,0,Grey,SS,N,N,SFMTA,ON,0,117,GOLDEN GATE AVE,6260000,Area 2,,"(37.7819323995, -122.4128126015)"
442-02130,-,0,Green,SS,N,N,SFMTA,ON,0,213,GOLDEN GATE AVE,6261000,Area 2,,"(37.7817314015, -122.4143648014)"
442-02200,-,0,Green,SS,N,N,SFMTA,ON,0,220,GOLDEN GATE AVE,6261000,Area 2,,"(37.7818403997, -122.4145762992)"
442-02350,-,0,Grey,SS,N,N,SFMTA,ON,0,235,GOLDEN GATE AVE,6262000,Area 2,,"(37.7816598982, -122.4149297026)"
502-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,JONES ST,7565000,Area 2,,"(37.7833288022, -122.4123976973)"
502-03190,-,0,Grey,SS,N,N,SFMTA,ON,0,319,JONES ST,7566000,Area 2,,"(37.7844774974, -122.4127812979)"
502-04020,-,0,Grey,SS,N,N,SFMTA,ON,0,402,JONES ST,7567000,Area 2,,"(37.7850049985, -122.4127322973)"
546-01140,-,0,Green,SS,N,N,SFMTA,ON,0,114,LEAVENWORTH ST,8239000,Area 2,,"(37.7823876989, -122.4138951019)"
686-01010,-,0,Grey,SS,N,N,SFMTA,ON,0,101,TURK ST,12717000,Area 2,,"(37.7831281003, -122.4109589995)"
472-01290,-,0,Grey,SS,N,N,SFMTA,ON,0,129,HYDE ST,7115000,Area 5,Civic Center,"(37.7823752993, -122.4157283974)"
463-00010,-,0,Grey,SS,Y,N,SFMTA,ON,0,1,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7858036988, -122.3991704003)"
400-01370,-,0,Yellow,SS,N,N,SFMTA,ON,0,137,EDDY ST,5059000,Area 1,,"(37.7841408019, -122.4104783979)"
401-02230,-,0,Yellow,SS,N,N,SFMTA,ON,0,223,ELLIS ST,5172000,Area 1,,"(37.7851183497, -122.4102867653)"
593-02360,-,0,Grey,SS,N,N,SFMTA,ON,0,236,OFARRELL ST,9724000,Area 1,,"(37.7863336028, -122.4091770013)"
562-00010,-,0,Yellow,SS,N,N,SFMTA,ON,0,1,MASON ST,8799000,Area 1,,"(37.7835456979, -122.4092155022)"
681-01220,-,0,Red,SS,N,N,SFMTA,ON,0,122,TAYLOR ST,12427000,Area 1,,"(37.7838561022, -122.4108138976)"
681-02030,-,0,Red,SS,N,N,SFMTA,ON,0,203,TAYLOR ST,12428000,Area 1,,"(37.7842927993, -122.4110696015)"
681-02070,-,0,Red,SS,N,N,SFMTA,ON,0,207,TAYLOR ST,12428000,Area 1,,"(37.7844274015, -122.4110965018)"
336-06370,-,0,Grey,SS,N,N,SFMTA,ON,0,637,BUSH ST,3436000,Area 5,Downtown,"(37.7901452006, -122.4083325022)"
666-02250,-,0,Yellow,SS,N,N,SFMTA,ON,0,225,SUTTER ST,12320000,Area 5,Downtown,"(37.7896568988, -122.4047689025)"
614-08000,-,0,Green,SS,N,N,SFMTA,ON,0,800,POST ST,10636000,Area 3,,"(37.7875022021, -122.4151504987)"
203-01490,-,0,Grey,SS,N,N,SFMTA,ON,0,149,03RD ST,167000,Area 5,Downtown,"(37.7854130016, -122.4008276981)"
401-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,ELLIS ST,5177000,Area 3,,"(37.7843453986, -122.4164090023)"
470-10520,-,0,Grey,SS,N,N,SFMTA,ON,0,1052,HOWARD ST,7045000,Area 2,,"(37.7788671990, -122.4084038992)"
502-01290,-,0,Grey,SS,N,N,SFMTA,ON,0,129,JONES ST,7564000,Area 2,,"(37.7827405994, -122.4124371984)"
568-10180,-,0,Yellow,SS,N,N,SFMTA,ON,0,1018,MISSION ST,9100000,Area 2,,"(37.7806932022, -122.4091837012)"
546-00550,-,0,Yellow,SS,N,N,SFMTA,ON,0,55,LEAVENWORTH ST,8238000,Area 2,,"(37.7811746905, -122.4137992041)"
606-06010,-,0,Grey,SS,N,N,SFMTA,ON,0,601,PINE ST,10465000,Area 2,,"(37.7914150980, -122.4058802982)"
614-01310,-,0,Yellow,SS,N,N,SFMTA,ON,0,131,POST ST,10626000,Area 5,Downtown,"(37.7886894987, -122.4048467984)"
205-00120,-,0,Grey,SS,N,N,SFMTA,ON,0,12,05TH ST,289000,Area 5,Downtown,"(37.7836437997, -122.4077550002)"
202-00320,-,0,Yellow,SS,N,N,SFMTA,ON,0,32,02ND ST,130000,Area 5,Downtown,"(37.7884731003, -122.4005083979)"
562-04200,-,0,Yellow,SS,N,N,SFMTA,ON,0,420,MASON ST,8805000,Area 1,,"(37.7876803008, -122.4099129994)"
593-01120,-,0,Red,SS,N,N,SFMTA,ON,0,112,OFARRELL ST,9722000,Area 5,Downtown,"(37.7866283999, -122.4068439991)"
582-01050,-,0,Red,SS,N,N,SFMTA,ON,0,105,NEW MONTGOMERY ST,9544000,Area 5,Downtown,"(37.7873076972, -122.4002517999)"
463-00180,-,0,Grey,SS,Y,N,SFMTA,ON,0,18,HAWTHORNE ST,6809000,Area 5,Downtown,"(37.7854130016, -122.3988333975)"
593-06130,-,0,Grey,SS,N,N,SFMTA,ON,0,613,OFARRELL ST,9731000,Area 3,,"(37.7854726025, -122.4151278005)"
593-06310,-,0,Red,SS,N,N,SFMTA,ON,0,631,OFARRELL ST,9731000,Area 3,,"(37.7854034015, -122.4156592020)"
440-07150,-,0,Grey,SS,N,N,SFMTA,ON,0,715,GEARY ST,6115000,Area 3,,"(37.7863779228, -122.4154340761)"
440-06140,-,0,Black,SS,N,N,SFMTA,ON,0,614,GEARY ST,6114000,MC3,,"(37.7867053010, -122.4138721020)"
205-03150,-,0,Grey,SS,N,N,SFMTA,ON,0,315,05TH ST,299000,Area 5,South Embarcadero,"(37.7800241028, -122.4029367973)"
205-03560,-,0,Grey,SS,N,N,SFMTA,ON,0,356,05TH ST,301000,Area 5,South Embarcadero,"(37.7791614988, -122.4021592976)"
418-08480,-,0,Grey,SS,N,N,SFMTA,ON,0,848,FOLSOM ST,5664000,Area 5,South Embarcadero,"(37.7811561012, -122.4024100003)"
681-06040,-,0,Black,SS,N,N,SFMTA,ON,0,604,TAYLOR ST,12434000,MC1,,"(37.7880047978, -122.4116531999)"
206-01550,-,0,Grey,SS,N,N,SFMTA,ON,0,155,06TH ST,331000,Area 2,,"(37.7800239061, -122.4073641188)"
400-04110,-,0,Grey,SS,N,N,SFMTA,ON,0,411,EDDY ST,5062000,Area 2,,"(37.7836088975, -122.4146650021)"
401-03110,-,0,Grey,SS,N,N,SFMTA,ON,0,311,ELLIS ST,5173000,Area 2,,"(37.7849453025, -122.4116834027)"
206-02360,-,0,Grey,SS,N,N,SFMTA,ON,0,236,06TH ST,333000,Area 2,,"(37.7789781027, -122.4063594022)"
567-00961,567-00960,1,Black,MS,N,N,SFMTA,ON,0,96,MINT ST,9064000,MC1,,"(37.7822333992, -122.4073371009)"
400-01027,400-01020,7,Red,MS,N,N,SFMTA,ON,0,114,EDDY ST,5059000,Area 1,,"(37.7843434987, -122.4098568016)"
681-00104,681-00100,4,Grey,MS,N,N,SFMTA,ON,0,12,TAYLOR ST,12425000,Area 1,,"(37.7827168004, -122.4105818977)"
418-09140,-,0,Grey,SS,N,N,SFMTA,ON,0,914,FOLSOM ST,5665000,Area 2,,"(37.7800141004, -122.4038607010)"
568-10740,-,0,Grey,SS,N,N,SFMTA,ON,0,1074,MISSION ST,9100000,Area 2,,"(37.7796988011, -122.4104448983)"
546-02150,-,0,Grey,SS,N,N,SFMTA,ON,0,215,LEAVENWORTH ST,8240000,Area 2,,"(37.7833071993, -122.4142314007)"
568-09130,-,0,Yellow,SS,N,N,SFMTA,ON,0,913,MISSION ST,9097000,Area 2,,"(37.7823606980, -122.4068116003)"
401-00330,-,0,Red,SS,N,N,SFMTA,ON,0,33,ELLIS ST,5169000,Area 5,Downtown,"(37.7854966977, -122.4073456002)"
574-00080,-,0,Grey,SS,N,N,SFMTA,ON,0,8,MABINI ST,8588000,Area 5,South Embarcadero,"(37.7823777021, -122.4001421981)"
681-05050,-,0,Red,SS,N,N,SFMTA,ON,0,505,TAYLOR ST,12431000,Area 1,,"(37.7871312973, -122.4116390009)"
681-05240,-,0,Grey,SS,N,N,SFMTA,ON,0,524,TAYLOR ST,12433000,Area 1,,"(37.7876364020, -122.4115705990)"
472-04080,-,0,Grey,SS,Y,N,SFMTA,ON,0,408,HYDE ST,7118000,Area 3,,"(37.7847418011, -122.4160539002)"
472-06080,-,0,Grey,SS,Y,N,SFMTA,ON,0,608,HYDE ST,7121000,Area 3,,"(37.7865546000, -122.4164195021)"
546-05190,-,0,Grey,SS,N,N,SFMTA,ON,0,519,LEAVENWORTH ST,8243000,Area 3,,"(37.7862291978, -122.4148278010)"
546-04230,-,0,Grey,SS,N,N,SFMTA,ON,0,423,LEAVENWORTH ST,8242000,Area 3,,"(37.7853977018, -122.4146599003)"
666-08320,-,0,Grey,SS,N,N,SFMTA,ON,0,832,SUTTER ST,12326000,Area 3,,"(37.7885083993, -122.4147408974)"
562-00300,-,0,Red,SS,N,N,SFMTA,ON,0,30,MASON ST,8799000,Area 1,,"(37.7842345004, -122.4092133005)"
681-02180,-,0,Grey,SS,N,N,SFMTA,ON,0,218,TAYLOR ST,12428000,Area 1,,"(37.7846874976, -122.4109776017)"
520-03071,520-03070,1,Red,MS,N,N,SFMTA,ON,0,303,KEARNY ST,7753000,Area 5,Downtown,"(37.7909404979, -122.4041551013)"
563-01180,-,0,Grey,SS,N,N,SFMTA,ON,0,118,MCALLISTER ST,8890000,Area 2,,"(37.7809023027, -122.4143720993)"
686-02070,-,0,Grey,SS,N,N,SFMTA,ON,0,207,TURK ST,12718000,Area 2,,"(37.7829035995, -122.4127056987)"
440-05140,-,0,Red,SS,N,N,SFMTA,ON,0,514,GEARY ST,6112000,Area 2,,"(37.7869183020, -122.4121886973)"
440-05870,-,0,Grey,SS,N,N,SFMTA,ON,0,587,GEARY ST,6113000,Area 2,,"(37.7867402983, -122.4126091001)"
502-06060,-,0,Yellow,SS,N,N,SFMTA,ON,0,606,JONES ST,7571000,Area 2,,"(37.7869498012, -122.4131281019)"
203-03060,-,0,Grey,SS,Y,N,SFMTA,ON,0,306,03RD ST,170000,Area 5,South Embarcadero,"(37.7835480002, -122.3987867997)"
681-03090,-,0,Grey,SS,N,N,SFMTA,ON,0,309,TAYLOR ST,12429000,Area 1,,"(37.7854800009, -122.4113085975)"
562-04080,-,0,Red,SS,N,N,SFMTA,ON,0,408,MASON ST,8804000,Area 1,,"(37.7873830003, -122.4098519010)"
562-04270,-,0,Grey,SS,N,N,SFMTA,ON,0,427,MASON ST,8805000,Area 1,,"(37.7878695027, -122.4100860019)"
336-07270,-,0,Green,SS,N,N,SFMTA,ON,0,727,BUSH ST,3437000,Area 1,,"(37.7899692980, -122.4097342973)"
336-06130,-,0,Red,SS,N,N,SFMTA,ON,0,613,BUSH ST,3434000,Area 5,Downtown,"(37.7902392008, -122.4075817016)"
401-00040,-,0,Yellow,SS,N,N,SFMTA,ON,0,4,ELLIS ST,5169000,Area 5,Downtown,"(37.7857247022, -122.4064940994)"
401-00390,-,0,Red,SS,N,N,SFMTA,ON,0,39,ELLIS ST,5169000,Area 5,Downtown,"(37.7854675007, -122.4075786003)"
614-02300,-,0,Yellow,SS,N,N,SFMTA,ON,0,230,POST ST,10627000,Area 5,Downtown,"(37.7886033998, -122.4063552001)"
593-04150,-,0,Grey,SS,N,N,SFMTA,ON,0,415,OFARRELL ST,9727000,Area 2,,"(37.7858720002, -122.4119837989)"
593-06400,-,0,Grey,SS,N,N,SFMTA,ON,0,640,OFARRELL ST,9732000,Area 3,,"(37.7854642988, -122.4160204006)"
440-07400,-,0,Red,SS,N,N,SFMTA,ON,0,740,GEARY ST,6115000,Area 3,,"(37.7863965006, -122.4162648001)"
440-07090,-,0,Grey,SS,N,N,SFMTA,ON,0,709,GEARY ST,6115000,Area 3,,"(37.7864027982, -122.4152369999)"
442-02140,-,0,Grey,SS,N,N,SFMTA,ON,0,214,GOLDEN GATE AVE,6261000,Area 2,,"(37.7818642022, -122.4143885824)"
442-02440,-,0,Yellow,SS,N,N,SFMTA,ON,0,244,GOLDEN GATE AVE,6262000,Area 2,,"(37.7817510989, -122.4152810999)"
502-00040,-,0,Grey,SS,N,N,SFMTA,ON,0,4,JONES ST,7563000,Area 2,,"(37.7813146979, -122.4119940975)"
